rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
8602	CCDC101	coiled-coil domain containing 101	925	0	82	0	1	0	0	0	1	1	1	8.169456e-01	NaN	NaN	8.169456e-01	1
8603	DKK4	dickkopf homolog 4 (Xenopus laevis)	691	8	14	0	1	0	0	0	1	1	1	8.170591e-01	NaN	NaN	8.170591e-01	1
8604	WNK3	WNK lysine deficient protein kinase 3	5492	0	430	4	7	0	1	0	8	8	8	9.974998e-01	1	4.060000e-01	8.170847e-01	1
8605	REP15	RAB15 effector protein	717	2	4	1	1	0	0	0	1	1	1	8.172184e-01	NaN	NaN	8.172184e-01	1
8606	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	798	2	16	2	2	0	1	0	3	3	3	8.101688e-01	1	5.640000e-01	8.173398e-01	1
8607	WDR73	WD repeat domain 73	1423	0	26	4	2	0	0	0	2	2	2	7.867508e-01	1	5.260000e-01	8.173967e-01	1
8608	C15orf44	chromosome 15 open reading frame 44	1616	1	61	2	2	0	1	0	3	3	3	4.602694e-01	1	3.360000e-01	8.174124e-01	1
8609	C15orf58		1529	0	19	0	1	0	0	0	1	1	1	8.174171e-01	NaN	NaN	8.174171e-01	1
8610	DLL1	delta-like 1 (Drosophila)	2213	0	35	1	7	0	0	1	8	8	8	4.602936e-01	1	6.630000e-01	8.174311e-01	1
8611	TMEM233	transmembrane protein 233	342	1	156	2	2	0	0	0	2	2	2	4.603562e-01	1	8.650000e-01	8.174797e-01	1
8612	SLC35B4	solute carrier family 35, member B4	1035	0	71	1	1	0	0	0	1	1	1	8.175158e-01	NaN	NaN	8.175158e-01	1
8613	KLK7	kallikrein-related peptidase 7	795	10	26	0	2	0	0	0	2	2	2	9.987294e-01	1	2.840000e-01	8.175247e-01	1
8614	PEF1	penta-EF-hand domain containing 1	875	2	29	0	1	0	0	0	1	1	1	8.175478e-01	NaN	NaN	8.175478e-01	1
8615	CNOT10	CCR4-NOT transcription complex, subunit 10	2307	1	234	2	3	0	2	0	5	5	5	4.604910e-01	1	5.320000e-01	8.175843e-01	1
8616	C4orf17	chromosome 4 open reading frame 17	1116	0	136	0	3	0	1	0	4	4	4	7.982215e-01	1	4.640000e-01	8.176485e-01	1
8617	ERP44	endoplasmic reticulum protein 44	1268	0	354	0	4	1	0	0	5	5	5	4.606665e-01	1	9.600000e-01	8.177203e-01	1
8618	HIP1	huntingtin interacting protein 1	3236	0	572	4	6	0	2	1	9	9	9	4.607811e-01	1	6.050000e-01	8.178091e-01	1
8619	ZFP92	zinc finger protein 92 homolog (mouse)	1262	16	14	2	2	1	0	0	3	3	3	9.999944e-01	1	3.550000e-01	8.179767e-01	1
8620	MTAP	methylthioadenosine phosphorylase	880	0	200	1	2	1	0	0	3	3	3	4.610023e-01	1	9.030000e-01	8.179804e-01	1
8621	FAM113B	family with sequence similarity 113, member B	1311	0	79	1	2	0	1	0	3	3	3	4.611788e-01	1	9.610000e-01	8.181171e-01	1
8622	TFR2	transferrin receptor 2	2487	1	46	1	5	0	2	0	7	5	7	4.613294e-01	1	6.080000e-01	8.182337e-01	1
8623	PLEKHA2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2	1327	0	332	1	2	0	4	0	6	5	6	4.614205e-01	1	9.100000e-01	8.183041e-01	1
8624	LCMT1	leucine carboxyl methyltransferase 1	1049	1	156	1	1	0	0	0	1	1	1	8.183420e-01	NaN	NaN	8.183420e-01	1
8625	GAS1	growth arrest-specific 1	1042	3	19	1	2	0	0	0	2	2	2	9.988713e-01	1	3.300000e-01	8.183490e-01	1
8626	PPID	peptidylprolyl isomerase D (cyclophilin D)	1150	2	24	2	2	0	0	0	2	2	2	4.616868e-01	1	3.700000e-01	8.185100e-01	1
8627	CD1B	CD1b molecule	1026	0	15	0	4	0	0	0	4	4	4	4.617541e-01	1	7.830000e-01	8.185620e-01	1
8628	IFI30	interferon, gamma-inducible protein 30	780	7	13	2	2	0	0	1	3	3	3	4.617732e-01	1	8.290000e-01	8.185768e-01	1
8629	FOXD4	forkhead box D4	1325	1	1	0	2	0	0	0	2	2	2	4.618771e-01	1	3.520000e-01	8.186570e-01	1
8630	TSPAN17	tetraspanin 17	1428	0	34	0	2	0	1	0	3	3	3	4.619929e-01	1	8.660000e-01	8.187465e-01	1
8631	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	1042	1	564	0	3	0	1	0	4	4	4	8.834799e-01	1	1.790000e-01	8.187983e-01	1
8632	SRD5A1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	1106	0	118	2	1	0	1	0	2	2	2	8.188590e-01	NaN	NaN	8.188590e-01	1
8633	HMOX2	heme oxygenase (decycling) 2	1044	2	77	1	1	0	0	0	1	1	1	8.188731e-01	NaN	NaN	8.188731e-01	1
8634	ZNHIT1	zinc finger, HIT type 1	1148	5	18	1	1	0	0	0	1	1	1	8.189367e-01	NaN	NaN	8.189367e-01	1
8635	SHCBP1	SHC SH2-domain binding protein 1	2069	5	120	0	5	0	0	1	6	6	6	7.743010e-01	1	4.030000e-01	8.189509e-01	1
8636	BIRC5	baculoviral IAP repeat-containing 5 (survivin)	621	2	50	0	1	0	0	0	1	1	1	8.189892e-01	NaN	NaN	8.189892e-01	1
8637	C19orf75		622	0	54	2	3	0	0	0	3	3	3	4.624584e-01	1	1	8.191057e-01	1
8638	TUBB3	tubulin, beta 3	1370	0	49	3	4	0	0	0	4	4	4	4.626927e-01	1	2.320000e-01	8.192863e-01	1
8639	FOLR2	folate receptor 2 (fetal)	800	1	26	1	1	0	0	0	1	1	1	8.192877e-01	NaN	NaN	8.192877e-01	1
8640	HSF2	heat shock transcription factor 2	1659	0	105	0	0	0	1	1	2	2	2	8.193046e-01	NaN	NaN	8.193046e-01	1
8641	PFKP	phosphofructokinase, platelet	2441	0	255	3	10	1	0	0	11	9	11	4.627167e-01	1	8.260000e-01	8.193049e-01	1
8642	TATDN3	TatD DNase domain containing 3	1116	2	56	0	0	0	1	0	1	1	1	8.193211e-01	NaN	NaN	8.193211e-01	1
8643	AP3S2	adaptor-related protein complex 3, sigma 2 subunit	606	0	128	1	1	0	0	0	1	1	1	8.194004e-01	NaN	NaN	8.194004e-01	1
8644	NFE2	nuclear factor (erythroid-derived 2), 45kDa	1144	23	24	0	3	0	0	0	3	2	3	9.911689e-01	1	4.350000e-01	8.194275e-01	1
8645	APOBEC2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2	691	1	38	2	2	0	0	0	2	2	2	4.628987e-01	1	8.240000e-01	8.194451e-01	1
8646	PSMD1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	4393	4	217	1	6	0	1	1	8	8	8	4.629792e-01	1	5.590000e-01	8.195071e-01	1
8647	FGF13	fibroblast growth factor 13	1025	0	3057	1	4	0	1	1	6	6	6	1.000000e+00	1	2.800000e-01	8.195231e-01	1
8648	NACC1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	2113	4	52	3	1	0	1	0	2	2	2	8.195416e-01	NaN	NaN	8.195416e-01	1
8649	DDX55	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55	1859	3	43	1	4	0	0	1	5	5	5	4.630456e-01	1	8.150000e-01	8.195582e-01	1
8650	PSMB5	proteasome (prosome, macropain) subunit, beta type, 5	899	0	35	1	1	1	0	0	2	2	2	4.631222e-01	1	8.680000e-01	8.196172e-01	1
8651	ARV1	ARV1 homolog (S. cerevisiae)	1027	1	51	0	1	0	0	0	1	1	1	8.196996e-01	NaN	NaN	8.196996e-01	1
8652	ZNF117	zinc finger protein 117	3163	0	63	1	2	0	0	1	3	3	3	9.962764e-01	1	4.040000e-01	8.197298e-01	1
8653	FUT5	fucosyltransferase 5 (alpha (1,3) fucosyltransferase)	1137	1	19	1	1	1	0	0	2	2	2	4.634791e-01	1	5.740000e-01	8.198918e-01	1
8654	MRPL15	mitochondrial ribosomal protein L15	911	0	37	1	1	0	0	0	1	1	1	8.199551e-01	NaN	NaN	8.199551e-01	1
8655	SALL1	sal-like 1 (Drosophila)	3992	5	65	4	18	2	0	0	20	20	19	9.991618e-01	4.050000e-01	7.250000e-01	8.199932e-01	1
8656	ELAVL2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)	1119	0	1329	5	7	1	4	0	12	10	12	9.994911e-01	1	3.540000e-01	8.201106e-01	1
8657	CRYBG3	beta-gamma crystallin domain containing 3	3143	2	212	9	15	1	1	1	18	17	18	4.637806e-01	1	7.750000e-01	8.201235e-01	1
8658	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	1037	0	188	0	2	0	0	0	2	2	2	7.640617e-01	1	5.600000e-01	8.201272e-01	1
8659	OR10AG1	olfactory receptor, family 10, subfamily AG, member 1	905	3	19	1	4	0	0	0	4	4	4	9.221031e-01	1	4.100000e-01	8.201521e-01	1
8660	IER3IP1	immediate early response 3 interacting protein 1	260	2	73	0	1	0	0	0	1	1	1	8.201534e-01	NaN	NaN	8.201534e-01	1
8661	WDR86	WD repeat domain 86	1153	1	70	1	4	0	0	0	4	4	4	4.638312e-01	1	7.060000e-01	8.201624e-01	1
8662	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	2392	0	231	1	7	0	0	0	7	7	7	4.638419e-01	1	7.550000e-01	8.201706e-01	1
8663	ATP11B	ATPase, class VI, type 11B	3650	1	268	4	4	0	0	1	5	5	5	9.545717e-01	1	4.030000e-01	8.202320e-01	1
8664	C9orf144B	family with sequence similarity 205, member A	4024	6	10	3	3	0	0	0	3	3	3	9.999890e-01	1	3.900000e-01	8.202881e-01	1
8665	GTSE1	G-2 and S-phase expressed 1	2273	0	63	3	4	0	0	0	4	4	4	4.640507e-01	1	6.060000e-01	8.203310e-01	1
8666	EFNA5	ephrin-A5	706	0	1251	1	1	1	1	0	3	3	3	9.979899e-01	1	3.120000e-01	8.203422e-01	1
8667	CC2D2B	coiled-coil and C2 domain containing 2B	1254	0	80	1	1	1	0	1	3	3	3	4.643852e-01	1	6.290000e-01	8.205876e-01	1
8668	FBXO44	F-box protein 44	851	3	19	1	2	0	0	0	2	2	2	4.644047e-01	1	6.990000e-01	8.206026e-01	1
8669	C17orf53	chromosome 17 open reading frame 53	1984	0	50	0	2	0	0	0	2	2	2	8.177241e-01	1	5.630000e-01	8.206506e-01	1
8670	FAM76B	family with sequence similarity 76, member B	1061	0	80	0	3	0	1	0	4	4	4	4.644744e-01	1	6.990000e-01	8.206560e-01	1
8671	SF1	splicing factor 1	2483	0	40	2	2	0	1	1	4	4	4	4.644756e-01	1	9.850000e-01	8.206569e-01	1
8672	RPS3	ribosomal protein S3	764	5	23	2	0	0	1	0	1	1	1	8.206857e-01	NaN	NaN	8.206857e-01	1
8673	LRRC37B	leucine rich repeat containing 37B	2890	0	66	1	5	1	0	0	6	5	6	4.646523e-01	1	7.860000e-01	8.207925e-01	1
8674	DNM1	dynamin 1	2706	0	111	2	4	0	0	1	5	5	5	4.647224e-01	1	6.280000e-01	8.208462e-01	1
8675	TOR1AIP1	torsin A interacting protein 1	1788	0	115	0	5	0	1	0	6	6	6	4.648262e-01	1	6.300000e-01	8.209257e-01	1
8676	DLD	dihydrolipoamide dehydrogenase	1583	1	102	1	2	1	1	0	4	4	4	4.651244e-01	1	6.200000e-01	8.211541e-01	1
8677	IFI6	interferon, alpha-inducible protein 6	439	9	17	0	1	0	0	0	1	1	1	8.212991e-01	NaN	NaN	8.212991e-01	1
8678	ZZEF1	zinc finger, ZZ-type with EF-hand domain 1	9110	0	309	8	18	0	2	0	20	19	20	4.653983e-01	1	6.450000e-01	8.213636e-01	1
8679	CRYBA2	crystallin, beta A2	619	1	26	0	1	0	0	0	1	1	1	8.213731e-01	NaN	NaN	8.213731e-01	1
8680	PRB1	proline-rich protein BstNI subfamily 1	1011	1	21	0	1	0	1	0	2	2	2	8.213972e-01	NaN	NaN	8.213972e-01	1
8681	MYCBP	c-myc binding protein	1863	0	20	0	2	0	0	0	2	2	2	4.655407e-01	1	8.950000e-01	8.214725e-01	1
8682	KRTAP4-8	keratin associated protein 4-8	562	1	17	1	1	0	0	0	1	1	1	8.214926e-01	NaN	NaN	8.214926e-01	1
8683	DYSFIP1	dysferlin interacting protein 1	477	1	22	0	1	0	1	0	2	2	2	4.656471e-01	1	9.160000e-01	8.215539e-01	1
8684	SLC2A9	solute carrier family 2 (facilitated glucose transporter), member 9	1745	0	706	4	4	1	0	0	5	5	5	9.581916e-01	1	2.780000e-01	8.215798e-01	1
8685	TBP	TATA box binding protein	1129	0	47	0	2	0	0	0	2	2	2	4.657734e-01	1	1.430000e-01	8.216504e-01	1
8686	PPAT	phosphoribosyl pyrophosphate amidotransferase	1611	1	91	0	0	0	1	0	1	1	1	8.216617e-01	NaN	NaN	8.216617e-01	1
8687	GPR112	G protein-coupled receptor 112	9336	0	367	10	18	0	3	0	21	19	21	9.932588e-01	1	4.280000e-01	8.217000e-01	1
8688	PPL	periplakin	5357	1	126	7	10	1	1	0	12	12	12	4.658506e-01	1	6.910000e-01	8.217093e-01	1
8689	STAC2	SH3 and cysteine rich domain 2	1280	1	54	1	3	0	0	0	3	3	3	4.659220e-01	1	6.900000e-01	8.217639e-01	1
8690	DIXDC1	DIX domain containing 1	2156	4	226	0	1	0	2	1	4	4	4	8.033209e-01	1	4.610000e-01	8.217670e-01	1
8691	SIGLEC6	sialic acid binding Ig-like lectin 6	1426	3	36	1	6	0	1	1	8	7	8	4.659488e-01	1	3.710000e-01	8.217844e-01	1
8692	MYL6B	myosin, light chain 6B, alkali, smooth muscle and non-muscle	667	14	18	1	3	0	0	0	3	3	3	4.659494e-01	1	6.330000e-01	8.217849e-01	1
8693	TRIM43	tripartite motif-containing 43	1365	15	20	1	1	0	1	0	2	2	2	9.999394e-01	1	3.400000e-01	8.218019e-01	1
8694	ZBTB44	zinc finger and BTB domain containing 44	1389	0	231	1	3	1	0	0	4	4	4	4.660037e-01	1	8.580000e-01	8.218263e-01	1
8695	UBAP1	ubiquitin associated protein 1	1785	0	182	1	4	0	0	0	4	4	4	4.660075e-01	1	9.800000e-01	8.218292e-01	1
8696	RNF123	ring finger protein 123	6295	3	52	2	3	0	3	1	7	7	7	7.316781e-01	1	4.040000e-01	8.218837e-01	1
8697	C20orf46	chromosome 20 open reading frame 46	779	5	12	0	1	0	0	0	1	1	1	8.219539e-01	NaN	NaN	8.219539e-01	1
8698	SPAST	spastin	1915	0	263	0	2	0	0	0	2	2	2	9.382468e-01	1	3.540000e-01	8.220590e-01	1
8699	RPL19	ribosomal protein L19	693	10	15	1	3	0	2	0	5	4	5	4.663767e-01	1	1.810000e-01	8.221110e-01	1
8700	TAAR1	trace amine associated receptor 1	1020	0	2	1	2	0	0	0	2	2	2	4.665837e-01	1	4.990000e-01	8.222688e-01	1
8701	CHORDC1	cysteine and histidine-rich domain (CHORD)-containing 1	1039	0	121	0	3	0	2	1	6	6	6	4.665996e-01	1	8.430000e-01	8.222809e-01	1
8702	RALY	RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse))	972	6	202	0	3	0	0	0	3	3	3	6.996462e-01	1	5.400000e-01	8.223300e-01	1
8703	RAP1B	RAP1B, member of RAS oncogene family	589	0	192	0	1	0	0	0	1	1	1	8.224940e-01	NaN	NaN	8.224940e-01	1
8704	GFM1	G elongation factor, mitochondrial 1	2922	0	113	3	2	0	0	2	4	4	4	8.292971e-01	1	5.350000e-01	8.225054e-01	1
8705	GPKOW	G patch domain and KOW motifs	1473	1	26	3	2	0	0	0	2	2	2	8.037381e-01	1	2.880000e-01	8.225645e-01	1
8706	TBCD	tubulin folding cofactor D	6133	1	482	1	7	0	1	0	8	8	8	9.999835e-01	1	4.020000e-01	8.225801e-01	1
8707	ZNF493	zinc finger protein 493	2398	0	125	3	14	0	0	0	14	11	14	7.401730e-01	1	5.680000e-01	8.226234e-01	1
8708	MAD1L1	MAD1 mitotic arrest deficient-like 1 (yeast)	2665	0	1393	3	6	1	1	0	8	8	8	9.712046e-01	1	4.210000e-01	8.226997e-01	1
8709	CRAT	carnitine acetyltransferase	1948	8	43	3	5	0	0	0	5	5	5	9.004381e-01	1	3.640000e-01	8.228351e-01	1
8710	AMOTL1	angiomotin like 1	2922	0	349	1	6	1	1	1	9	9	9	4.673330e-01	1	7.470000e-01	8.228394e-01	1
8711	MUTED	muted homolog (mouse)	584	1	119	1	1	0	0	0	1	1	1	8.228936e-01	NaN	NaN	8.228936e-01	1
8712	C6orf221	chromosome 6 open reading frame 221	666	6	19	0	0	0	1	0	1	1	1	8.229332e-01	NaN	NaN	8.229332e-01	1
8713	C12orf57	chromosome 12 open reading frame 57	610	0	19	2	1	0	0	0	1	1	1	8.229532e-01	NaN	NaN	8.229532e-01	1
8714	COCH	coagulation factor C homolog, cochlin (Limulus polyphemus)	1702	1	37	2	3	0	1	0	4	4	4	4.675093e-01	1	6.700000e-01	8.229735e-01	1
8715	NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit	579	3	66	0	0	0	1	0	1	1	1	8.231681e-01	NaN	NaN	8.231681e-01	1
8716	RPS10	ribosomal protein S10	524	1	38	0	2	0	0	0	2	2	2	4.678615e-01	1	8.210000e-01	8.232411e-01	1
8717	CACHD1	cache domain containing 1	3776	0	705	3	3	0	1	0	4	4	4	9.975889e-01	1	2.760000e-01	8.232470e-01	1
8718	RAB8B	RAB8B, member RAS oncogene family	654	0	183	0	2	0	0	0	2	2	2	4.683145e-01	1	3.730000e-01	8.235850e-01	1
8719	INSR	insulin receptor	4233	0	517	7	11	0	0	1	12	12	12	8.470284e-01	1	2.410000e-01	8.236550e-01	1
8720	RNF187	ring finger protein 187	722	0	35	1	1	0	0	0	1	1	1	8.236626e-01	NaN	NaN	8.236626e-01	1
8721	PTP4A3	protein tyrosine phosphatase type IVA, member 3	542	1	38	1	1	0	0	0	1	1	1	8.237716e-01	NaN	NaN	8.237716e-01	1
8722	HYAL2	hyaluronoglucosaminidase 2	1450	3	9	1	1	0	0	0	1	1	1	8.238397e-01	NaN	NaN	8.238397e-01	1
8723	USP9X	ubiquitin specific peptidase 9, X-linked	7886	0	239	4	10	0	3	0	13	12	13	4.687575e-01	1	9.960000e-01	8.239209e-01	1
8724	SRP19	signal recognition particle 19kDa	455	0	41	0	1	0	0	0	1	1	1	8.239349e-01	NaN	NaN	8.239349e-01	1
8725	METTL1	methyltransferase like 1	1288	6	5	2	2	0	0	0	2	2	2	4.688035e-01	1	8.020000e-01	8.239557e-01	1
8726	TRPC4AP	transient receptor potential cation channel, subfamily C, member 4 associated protein	2470	5	264	1	6	1	0	0	7	7	7	4.688271e-01	1	9.290000e-01	8.239736e-01	1
8727	ZNF75A	zinc finger protein 75a	927	8	43	1	1	1	1	0	3	3	3	4.690860e-01	1	9.020000e-01	8.241696e-01	1
8728	ZNF606	zinc finger protein 606	2409	0	63	2	5	0	1	0	6	6	6	4.691472e-01	1	9.350000e-01	8.242160e-01	1
8729	MVD	mevalonate (diphospho) decarboxylase	1241	13	27	0	4	0	0	0	4	4	4	4.692148e-01	1	4.880000e-01	8.242671e-01	1
8730	LRRC29	leucine rich repeat containing 29	1532	5	40	0	0	0	0	1	1	1	1	8.244530e-01	NaN	NaN	8.244530e-01	1
8731	SH3RF3	SH3 domain containing ring finger 3	2579	0	1421	3	9	0	0	1	10	10	10	9.841948e-01	1	3.480000e-01	8.244533e-01	1
8732	MCHR1	melanin-concentrating hormone receptor 1	1277	13	10	3	3	0	0	0	3	2	3	9.967366e-01	1	3.500000e-01	8.244548e-01	1
8733	DRG1	developmentally regulated GTP binding protein 1	1139	0	110	1	1	0	0	0	1	1	1	8.244906e-01	NaN	NaN	8.244906e-01	1
8734	ZNF16	zinc finger protein 16	2073	4	72	0	3	1	0	0	4	4	4	9.190189e-01	1	2.850000e-01	8.245725e-01	1
8735	SRF	serum response factor (c-fos serum response element-binding transcription factor)	1555	10	27	1	2	0	2	0	4	4	4	4.696237e-01	1	4.040000e-01	8.245764e-01	1
8736	TRERF1	transcriptional regulating factor 1	3690	1	571	3	10	0	0	1	11	11	11	8.996877e-01	1	3.380000e-01	8.245864e-01	1
8737	DNASE1L1	deoxyribonuclease I-like 1	1309	4	14	2	2	0	0	0	2	2	2	4.696671e-01	1	8.710000e-01	8.246092e-01	1
8738	DYX1C1	dyslexia susceptibility 1 candidate 1	1403	4	296	0	4	0	0	2	6	6	6	4.697097e-01	1	4.420000e-01	8.246414e-01	1
8739	MOSPD1	motile sperm domain containing 1	664	5	75	0	3	0	0	0	3	3	3	4.697191e-01	1	6.430000e-01	8.246485e-01	1
8740	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	1407	0	24	3	1	0	1	0	2	2	2	4.698026e-01	1	9.750000e-01	8.247115e-01	1
8741	C5orf42	chromosome 5 open reading frame 42	9798	1	370	2	13	2	4	4	23	19	23	4.698046e-01	1	5.360000e-01	8.247131e-01	1
8742	DPH5	DPH5 homolog (S. cerevisiae)	895	0	85	0	1	0	0	0	1	1	1	8.247137e-01	NaN	NaN	8.247137e-01	1
8743	CTDSP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1	814	3	26	0	3	0	0	0	3	3	3	4.698202e-01	1	4.720000e-01	8.247248e-01	1
8744	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	1709	4	138	0	2	1	0	0	3	3	3	8.286248e-01	1	4.580000e-01	8.247324e-01	1
8745	ACOX3	acyl-Coenzyme A oxidase 3, pristanoyl	2741	1	207	4	6	0	2	0	8	7	8	4.698826e-01	1	7.490000e-01	8.247719e-01	1
8746	KRT73	keratin 73	1659	4	32	2	4	0	0	0	4	4	4	8.900761e-01	1	3.810000e-01	8.248306e-01	1
8747	SERHL2	serine hydrolase-like 2	991	1	80	2	2	0	1	0	3	3	3	4.700795e-01	1	9.210000e-01	8.249206e-01	1
8748	ANP32D	acidic (leucine-rich) nuclear phosphoprotein 32 family, member D	395	1	14	0	2	0	0	0	2	2	2	4.701525e-01	1	9.830000e-01	8.249757e-01	1
8749	C1QA	complement component 1, q subcomponent, A chain	754	0	21	1	3	0	0	0	3	3	3	4.701756e-01	1	5.820000e-01	8.249931e-01	1
8750	GAK	cyclin G associated kinase	4050	2	222	1	12	1	0	1	14	14	14	4.703280e-01	1	8.350000e-01	8.251081e-01	1
8751	KRT4	keratin 4	1821	8	27	0	4	0	1	0	5	5	5	4.703439e-01	1	9.160000e-01	8.251202e-01	1
8752	SLC25A44	solute carrier family 25, member 44	965	6	48	0	1	0	0	0	1	1	1	8.251269e-01	NaN	NaN	8.251269e-01	1
8753	RPL15	ribosomal protein L15	641	4	9	1	3	0	0	0	3	3	3	4.705660e-01	1	9.070000e-01	8.252876e-01	1
8754	SFRS5	splicing factor, arginine/serine-rich 5	861	0	39	0	1	0	2	0	3	3	3	4.706700e-01	1	7.280000e-01	8.253660e-01	1
8755	RNF160		5557	0	166	0	5	1	1	0	7	7	7	9.161233e-01	1	3.540000e-01	8.255298e-01	1
8756	TPH2	tryptophan hydroxylase 2	1516	0	344	1	4	1	1	0	6	6	6	8.753718e-01	1	3.460000e-01	8.255769e-01	1
8757	RPS6KB2	ribosomal protein S6 kinase, 70kDa, polypeptide 2	1511	4	14	2	1	0	1	1	3	3	3	4.709928e-01	1	7.340000e-01	8.256092e-01	1
8758	UCN3	urocortin 3 (stresscopin)	495	4	37	0	1	0	0	0	1	1	1	8.257800e-01	NaN	NaN	8.257800e-01	1
8759	RNPEP	arginyl aminopeptidase (aminopeptidase B)	1996	0	67	0	5	0	0	0	5	5	5	4.712879e-01	1	8.880000e-01	8.258312e-01	1
8760	BECN1	beclin 1, autophagy related	1407	0	19	2	2	0	0	0	2	2	2	4.714395e-01	1	7.200000e-01	8.259453e-01	1
8761	DGKH	diacylglycerol kinase, eta	3782	0	401	1	8	1	1	0	10	10	10	4.715319e-01	1	8.110000e-01	8.260147e-01	1
8762	DEPDC7	DEP domain containing 7	1618	0	53	0	1	0	2	0	3	3	3	4.715493e-01	1	8.830000e-01	8.260278e-01	1
8763	JAKMIP1	janus kinase and microtubule interacting protein 1	2654	0	655	6	5	0	1	0	6	6	6	9.886830e-01	1	4.080000e-01	8.260673e-01	1
8764	TTLL7	tubulin tyrosine ligase-like family, member 7	2741	0	495	2	3	0	1	0	4	4	4	9.995818e-01	1	3.240000e-01	8.262182e-01	1
8765	ZNF577	zinc finger protein 577	1859	0	46	1	6	0	0	0	6	6	6	4.718351e-01	1	9.430000e-01	8.262426e-01	1
8766	SLURP1	secreted LY6/PLAUR domain containing 1	324	14	14	0	3	0	0	0	3	3	3	9.400088e-01	1	3.830000e-01	8.262796e-01	1
8767	DNASE1	deoxyribonuclease I	889	1	30	2	3	0	0	0	3	3	3	4.721478e-01	1	9.360000e-01	8.264773e-01	1
8768	NPAT	nuclear protein, ataxia-telangiectasia locus	4358	0	216	6	8	0	0	2	10	10	10	4.721589e-01	1	4.370000e-01	8.264857e-01	1
8769	C17orf97	chromosome 17 open reading frame 97	1161	1	23	2	1	0	0	1	2	2	2	8.264877e-01	NaN	NaN	8.264877e-01	1
8770	TGFBRAP1	transforming growth factor, beta receptor associated protein 1	2632	5	178	2	7	0	0	0	7	7	7	8.523606e-01	1	3.050000e-01	8.265224e-01	1
8771	ISG15	ISG15 ubiquitin-like modifier	506	1	15	3	2	0	0	0	2	2	2	4.725955e-01	1	7.370000e-01	8.268131e-01	1
8772	ISX	intestine-specific homeobox	754	1	61	0	2	0	0	0	2	2	2	9.249231e-01	1	4.090000e-01	8.268433e-01	1
8773	LENG8	leukocyte receptor cluster (LRC) member 8	2470	0	38	3	2	0	0	0	2	2	2	9.888182e-01	1	4.090000e-01	8.268578e-01	1
8774	CDK2AP2	CDK2-associated protein 2	397	13	11	0	2	0	0	0	2	2	2	4.727308e-01	1	5.480000e-01	8.269145e-01	1
8775	MED24	mediator complex subunit 24	3082	2	91	1	5	0	1	0	6	6	6	4.727545e-01	1	6.650000e-01	8.269323e-01	1
8776	GLS	glutaminase	2078	1	226	1	4	0	0	1	5	5	5	4.727612e-01	1	9.850000e-01	8.269373e-01	1
8777	SCPEP1	serine carboxypeptidase 1	1410	6	73	1	4	0	0	1	5	5	5	4.727652e-01	1	7.330000e-01	8.269403e-01	1
8778	CYP2B6	cytochrome P450, family 2, subfamily B, polypeptide 6	1511	4	73	0	6	0	1	0	7	7	7	4.728478e-01	1	7.880000e-01	8.270022e-01	1
8779	TOPBP1	topoisomerase (DNA) II binding protein 1	4678	6	161	2	10	0	1	2	13	12	13	4.728691e-01	1	9.210000e-01	8.270181e-01	1
8780	HAUS4	HAUS augmin-like complex, subunit 4	1140	3	36	0	1	0	0	0	1	1	1	8.270402e-01	NaN	NaN	8.270402e-01	1
8781	OR10H3	olfactory receptor, family 10, subfamily H, member 3	949	2	12	2	3	0	0	1	4	4	4	4.729417e-01	1	6.250000e-01	8.270725e-01	1
8782	GABRB2	gamma-aminobutyric acid (GABA) A receptor, beta 2	1584	0	1542	4	7	0	0	0	7	7	7	9.999921e-01	1	4.030000e-01	8.271133e-01	1
8783	PRKAB1	protein kinase, AMP-activated, beta 1 non-catalytic subunit	841	1	37	2	3	0	0	0	3	3	3	4.730244e-01	1	4.980000e-01	8.271344e-01	1
8784	FOXI2	forkhead box I2	963	0	28	2	6	1	0	0	7	7	7	4.733080e-01	1	9.380000e-01	8.273466e-01	1
8785	ZNF556	zinc finger protein 556	1386	0	62	3	6	0	0	0	6	5	6	7.850625e-01	1	5.150000e-01	8.274099e-01	1
